Datum des Eintrags,Stockname,Standortname,Brutraumzargenformat,Honigraumzargenformat,Beutentyp,Stocktyp,Position am Stand,Notizen Stock,Notizen Eintrag,Sichtungen,Weiselzellen,Bebrütete Waben,Besetzte Waben,Leerwaben (gegeben/genommen),Mittelwände (gegeben/genommen),Brutwaben (gegeben/genommen),Futterwaben (gegeben/genommen),Baurahmen (gegeben/genommen),Zählmethode,Gezählte Milben,Zählzeitraum (Tage),Medikament,Anwendungsmethode,Biotechnische Maßnahme,Medikamentenmenge,Behandlungsdauer,Behandelnde Person,Bewertung Volksstärke,Bewertung Sanftmut,Bewertung Schwarmtrieb,Bewertung Wabensitz,Bewertung Futtermenge,Ernte,Ernte Rähmchenanzahl,Geerntete Menge (kg),Honigtyp,Futtertyp,Futtermenge,Gewicht,Wiegemethode
09.01.26 14:30,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,6,5,,,,,,,,,,,,Nein,,,,,,18.4,einseitig
09.01.26 14:30,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,4,5,,,,,,,,,,,,Nein,,,,,,18.6,einseitig
09.01.26 14:30,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,6,5,,,,,,,,,,,,Nein,,,,,,18.4,einseitig
09.01.26 14:40,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,2,5,,,,,,,,,,,,Nein,,,,,,11.9,einseitig
09.01.26 14:40,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,1,5,,,,,,,,,,,,Nein,,,,,,11.6,einseitig
09.01.26 14:40,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,36,5,,,,,,,,,,,,Nein,,,,,,21.3,einseitig
09.01.26 14:50,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",sehr wenig Gemüll...,,,,,,,,,,Gemülldiagnose,0,5,,,,,,,,,,,,Nein,,,,,,12.6,einseitig
09.01.26 14:50,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,8,5,,,,,,,,,,,,Nein,,,,,,12.1,einseitig
14.01.26 22:50,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,,,,
18.01.26 11:50,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,24,9,,,,,,,,,,,,Nein,,,,,,18.2,einseitig
18.01.26 11:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,17,9,,,,,,,,,,,,Nein,,,,,,17.3,einseitig
18.01.26 11:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,5,9,,,,,,,,,,,,Nein,,,,,,18.4,einseitig
18.01.26 12:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,20,9,,,,,,,,,,,,Nein,,,,,,12.0,einseitig
18.01.26 12:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,60,9,,,,,,,,,,,,Nein,,,,,,18.5,einseitig
18.01.26 12:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,80,9,,,,,,,,,,,,Nein,,,,,,21.1,einseitig
18.01.26 12:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,22,9,,,,,,,,,,,,Nein,,,,,,11.8,einseitig
18.01.26 12:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,3,9,,,,,,,,,,,,Nein,,,,,,11.6,einseitig
18.01.26 12:10,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,28,9,,,,,,,,,,,,Nein,,,,,,12.4,einseitig
23.01.26 11:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,1,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,2,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,0,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,3,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:10,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?","zurückliegend 5 sehr kalte Tage
trotzdem relativ viel Gemüll",,,,,,,,,,Gemülldiagnose,0,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:10,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,5,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:10,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,0,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:10,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,zurückliegend 5 sehr kalte Tage,,,,,,,,,,Gemülldiagnose,0,5,,,,,,,,,,,,Nein,,,,,,,
23.01.26 11:10,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,1,5,,,,,,,,,,,,Nein,,,,,,,
31.01.26 13:10,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,3,8,,,,,,,,,,,,Nein,,,,,,18.0,einseitig
31.01.26 13:10,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,8,,,,,,,,,,,,Nein,,,,,,17.9,einseitig
31.01.26 13:10,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,2,8,,,,,,,,,,,,Nein,,,,,,16.9,einseitig
31.01.26 13:20,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,3,8,,,,,,,,,,,,Nein,,,,,,20.8,einseitig
31.01.26 13:20,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,8,,,,,,,,,,,,Nein,,,,,,18.3,einseitig
31.01.26 13:30,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,0,8,,,,,,,,,,,,Nein,,,,,,11.9,einseitig
31.01.26 13:30,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,11.1,einseitig
31.01.26 13:30,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,0,8,,,,,,,,,,,,Nein,,,,,,11.7,einseitig
31.01.26 13:40,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,7,8,,,,,,,,,,,,Nein,,,,,,11.9,einseitig
06.02.26 13:50,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,6,,,,,,,,,,,,Nein,,,,,,17.95,einseitig
06.02.26 13:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,6,,,,,,,,,,,,Nein,,,,,,17.6,einseitig
06.02.26 13:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,1,6,,,,,,,,,,,,Nein,,,,,,16.7,einseitig
06.02.26 14:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,0,6,,,,,,,,,,,,Nein,,,,,,11.8,einseitig
06.02.26 14:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,3,6,,,,,,,,,,,,Nein,,,,,,20.6,einseitig
06.02.26 14:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,6,,,,,,,,,,,,Nein,,,,,,18.1,einseitig
06.02.26 14:10,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,1,6,,,,,,,,,,,,Nein,,,,,,11.0,einseitig
06.02.26 14:10,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,0,6,,,,,,,,,,,,Nein,,,,,,11.6,einseitig
06.02.26 14:10,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,0,6,,,,,,,,,,,,Nein,,,,,,11.9,einseitig
10.02.26 17:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.","Vor Fütterung - 16,5kg",,,,,,,,,,,,,,,,,,,,,,,,Nein,,,,Futterteig,2.5,18.0,einseitig
13.02.26 17:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,3,3,,,,,,,,,,,,Nein,,,,,,17.9,einseitig
13.02.26 17:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,7,,,,,,,,,,,,Nein,,,,,,17.1,einseitig
13.02.26 17:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,7,,,,,,,,,,,,Nein,,,,,,17.6,einseitig
13.02.26 17:10,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,22,7,,,,,,,,,,,,Nein,,,,,,20.3,einseitig
13.02.26 17:10,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,7,,,,,,,,,,,,Nein,,,,,,17.7,einseitig
13.02.26 17:10,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,2,7,,,,,,,,,,,,Nein,,,,,,10.8,einseitig
13.02.26 17:10,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,2,7,,,,,,,,,,,,Nein,,,,,,11.7,einseitig
13.02.26 17:20,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,2,7,,,,,,,,,,,,Nein,,,,,,11.6,einseitig
13.02.26 17:20,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,6,7,,,,,,,,,,,,Nein,,,,,,11.8,einseitig
17.02.26 09:00,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,2,3,,,,,,,,,,,,Nein,,,,,,,
17.02.26 09:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,0,3,,,,,,,,,,,,Nein,,,,,,,
25.02.26 17:30,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,17.8,einseitig
25.02.26 17:30,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,5,8,,,,,,,,,,,,Nein,,,,,,17.4,einseitig
25.02.26 17:30,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,17.1,einseitig
25.02.26 17:30,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,6,8,,,,,,,,,,,,Nein,,,,,,17.6,einseitig
25.02.26 17:40,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,19,8,,,,,,,,,,,,Nein,,,,,,20.2,einseitig
25.02.26 17:40,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,0,8,,,,,,,,,,,,Nein,,,,,,10.5,einseitig
25.02.26 17:40,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,11.6,einseitig
25.02.26 17:50,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,0,8,,,,,,,,,,,,Nein,,,,,,11.4,einseitig
25.02.26 17:50,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,4,8,,,,,,,,,,,,Nein,,,,,,11.5,einseitig
27.02.26 15:20,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,2,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:20,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,2,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:30,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,4,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:30,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,0,2,,,,,,,,,,,,Nein,,,,Futterteig,1.25,,
27.02.26 15:30,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,36,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:30,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,0,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:30,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,5,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:40,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,5,2,,,,,,,,,,,,Nein,,,,,,,
27.02.26 15:40,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,1,2,,,,,,,,,,,,Nein,,,,,,,
07.03.26 14:50,Volk 2,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,ca 30.05.2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,16.3,einseitig
07.03.26 14:50,Volk 4,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Wirtschaftsvolk,,vermutlich im Juni 2025 umgeweiselt,,,,,,,,,,,Gemülldiagnose,3,8,,,,,,,,,,,,Nein,,,,,,16.65,einseitig
07.03.26 14:50,Volk 1,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,1,"27.04.2024 Ableger 3 und 4 gebildet aus Volk 1
27.04.2025 Königin aus Weiselprobe von Volk 4 gezogen.",,,,,,,,,,,Gemülldiagnose,2,8,,,,,,,,,,,,Nein,,,,,,17.05,einseitig
07.03.26 14:50,Volk 3,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,im Juni 2025 vermutlich still umgeweiselt,,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,16.8,einseitig
07.03.26 15:00,Volk 6,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,1,8,,,,,,,,,,,,Nein,,,,,,11.04,einseitig
07.03.26 15:00,Volk 5,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,03.05.2025 Ableger gebildet,,,,,,,,,,,Gemülldiagnose,3,8,,,,,,,,,,,,Nein,,,,,,19.65,einseitig
07.03.26 15:00,Volk 9,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,13.06.2025 Volk aus Zuchtstoff von Belegstelle,,,,,,,,,,,Gemülldiagnose,0,8,,,,,,,,,,,,Nein,,,,,,10.7,einseitig
07.03.26 15:00,Volk 8,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Sonstiges,,"11.05.2025 Königinnenableger
Evtl 2025 still umgeweiselt?",,,,,,,,,,,Gemülldiagnose,0,8,,,,,,,,,,,,Nein,,,,,,10.7,einseitig
07.03.26 15:10,Volk 7,Zwirle 1,Zander,Zander flach (159mm),Liebig / Hohenheimer Einfachbeute,Ableger,,"11.05.2025 Ableger gebildet
25.06.2025 Neustart mit Königin aus Zuchtstoff von Belegstelle.",,,,,,,,,,,Gemülldiagnose,2,8,,,,,,,,,,,,Nein,,,,,,11.12,einseitig
